1,People wondered who we talked about them ,wh-ngap,1
2,People wondered what they worried about it ,wh-ngap,1
3,People wondered who we heard about them ,wh-ngap,1
4,People wondered what we spoke about that ,wh-ngap,1
5,People wondered who they asked about this ,wh-ngap,1
6,People wondered who we complained about them ,wh-ngap,1
7,People wondered who we chatted about them ,wh-ngap,1
8,People wondered what she argued about it ,wh-ngap,1
9,People wondered what we speculated about it ,wh-ngap,1
10,People wondered what he thought about it ,wh-ngap,1
1,People wondered who we talked about ,wh-gap,1
2,People wondered what they worried about ,wh-gap,1
3,People wondered who we heard about ,wh-gap,1
4,People wondered what we spoke about ,wh-gap,1
5,People wondered who they asked about ,wh-gap,1
6,People wondered who we complained about ,wh-gap,1
7,People wondered who we chatted about ,wh-gap,1
8,People wondered what she argued about ,wh-gap,1
9,People wondered what we speculated about ,wh-gap,1
10,People wondered what he thought about ,wh-gap,1
1,People wondered if we talked about them ,nwh-ngap,1
2,People wondered if they worried about it ,nwh-ngap,1
3,People wondered if we heard about them ,nwh-ngap,1
4,People wondered if we spoke about that ,nwh-ngap,1
5,People wondered if they asked about this ,nwh-ngap,1
6,People wondered if we complained about them ,nwh-ngap,1
7,People wondered if we chatted about them ,nwh-ngap,1
8,People wondered if she argued about it ,nwh-ngap,1
9,People wondered if we speculated about that ,nwh-ngap,1
10,People wondered if he thought about it ,nwh-ngap,1
1,People wondered if we talked about ,nwh-gap,1
2,People wondered if they worried about ,nwh-gap,1
3,People wondered if we heard about ,nwh-gap,1
4,People wondered if we spoke about ,nwh-gap,1
5,People wondered if they asked about ,nwh-gap,1
6,People wondered if we complained about ,nwh-gap,1
7,People wondered if we chatted about ,nwh-gap,1
8,People wondered if she argued about ,nwh-gap,1
9,People wondered if we speculated about ,nwh-gap,1
10,People wondered if he thought about ,nwh-gap,1
1,People wondered who she thinks we talked about them ,wh-ngap,2
2,People wondered what he suspects they worried about it ,wh-ngap,2
3,People wondered who you fear we heard about them ,wh-ngap,2
4,People wondered what she claims we spoke about that ,wh-ngap,2
5,People wondered who you assume they asked about this ,wh-ngap,2
6,People wondered who he maintains we complained about them ,wh-ngap,2
7,People wondered who they say we chatted about them ,wh-ngap,2
8,People wondered what I think she argued about it ,wh-ngap,2
9,People wondered what you believe we speculated about it ,wh-ngap,2
10,People wondered what we suppose he thought about it ,wh-ngap,2
1,People wondered who she thinks we talked about ,wh-gap,2
2,People wondered what he suspects they worried about ,wh-gap,2
3,People wondered who you fear we heard about ,wh-gap,2
4,People wondered what she claims we spoke about ,wh-gap,2
5,People wondered who you assume they asked about ,wh-gap,2
6,People wondered who he maintains we complained about ,wh-gap,2
7,People wondered who they say we chatted about ,wh-gap,2
8,People wondered what I think she argued about ,wh-gap,2
9,People wondered what you believe we speculated about ,wh-gap,2
10,People wondered what we suppose he thought about ,wh-gap,2
1,People wonder if she thinks we talked about them ,nwh-ngap,2
2,People wonder if he suspects they worried about it ,nwh-ngap,2
3,People wonder if you fear we heard about them ,nwh-ngap,2
4,People wonder if she claims we spoke about that ,nwh-ngap,2
5,People wonder if you assume they asked about this ,nwh-ngap,2
6,People wonder if he maintains we complained about them ,nwh-ngap,2
7,People wonder if they say we chatted about them ,nwh-ngap,2
8,People wonder if I think she argued about it ,nwh-ngap,2
9,People wonder if you believe we speculated about that ,nwh-ngap,2
10,People wonder if we suppose he thought about it ,nwh-ngap,2
1,People wonder if she thinks we talked about ,nwh-gap,2
2,People wonder if he suspects they worried about ,nwh-gap,2
3,People wonder if you fear we heard about ,nwh-gap,2
4,People wonder if she claims we spoke about ,nwh-gap,2
5,People wonder if you assume they asked about ,nwh-gap,2
6,People wonder if he maintains we complained about ,nwh-gap,2
7,People wonder if they say we chatted about ,nwh-gap,2
8,People wonder if I think she argued about ,nwh-gap,2
9,People wonder if you believe we speculated about ,nwh-gap,2
10,People wonder if we suppose he thought about ,nwh-gap,2
1,People wondered who you think she thinks we talked about them ,wh-ngap,3
2,People wondered what you believe he suspects they worried about it ,wh-ngap,3
3,People wondered who she thinks you feared we heard about them ,wh-ngap,3
4,People wondered what he thinks she claims we spoke about that ,wh-ngap,3
5,People wondered who they suspect you assumed they asked about this ,wh-ngap,3
6,People wondered who we claim he maintains we complained about them ,wh-ngap,3
7,People wondered who she maintains they said we chatted about them ,wh-ngap,3
8,People wondered what he believes I think she argued about it ,wh-ngap,3
9,People wondered what you say you believed we speculated about it ,wh-ngap,3
10,People wondered what they think we supposed he thought about it ,wh-ngap,3
