1,People wondered who we relied on them at the meeting,wh-ngap,1,8
2,People wondered what they focused on it at the meeting,wh-ngap,1,8
3,People wondered who we worked with them at the meeting,wh-ngap,1,8
4,People wondered what we insisted on that at the meeting,wh-ngap,1,8
5,People wondered who they trusted in this at the meeting,wh-ngap,1,8
6,People wondered who we concentrated on them at the meeting,wh-ngap,1,8
7,People wondered who we depended on them at the meeting,wh-ngap,1,8
8,People wondered what she bet on it at the meeting,wh-ngap,1,8
9,People wondered what we wondered about it at the meeting,wh-ngap,1,8
10,People wondered what he turned to it at the meeting,wh-ngap,1,8
1,People wondered who we relied on at the meeting,wh-gap,1,7
2,People wondered what they focused on at the meeting,wh-gap,1,7
3,People wondered who we worked with at the meeting,wh-gap,1,7
4,People wondered what we insisted on at the meeting,wh-gap,1,7
5,People wondered who they trusted in at the meeting,wh-gap,1,7
6,People wondered who we concentrated on at the meeting,wh-gap,1,7
7,People wondered who we depended on at the meeting,wh-gap,1,7
8,People wondered what she bet on at the meeting,wh-gap,1,7
9,People wondered what we wondered about at the meeting,wh-gap,1,7
10,People wondered what he turned to at the meeting,wh-gap,1,7
1,People wondered if we relied on them at the meeting,nwh-ngap,1,8
2,People wondered if they focused on it at the meeting,nwh-ngap,1,8
3,People wondered if we worked with them at the meeting,nwh-ngap,1,8
4,People wondered if we insisted on that at the meeting,nwh-ngap,1,8
5,People wondered if they trusted in this at the meeting,nwh-ngap,1,8
6,People wondered if we concentrated on them at the meeting,nwh-ngap,1,8
7,People wondered if we depended on them at the meeting,nwh-ngap,1,8
8,People wondered if she bet on it at the meeting,nwh-ngap,1,8
9,People wondered if we wondered about that at the meeting,nwh-ngap,1,8
10,People wondered if he turned to it at the meeting,nwh-ngap,1,8
1,People wondered if we relied on at the meeting,nwh-gap,1,7
2,People wondered if they focused on at the meeting,nwh-gap,1,7
3,People wondered if we worked with at the meeting,nwh-gap,1,7
4,People wondered if we insisted on at the meeting,nwh-gap,1,7
5,People wondered if they trusted in at the meeting,nwh-gap,1,7
6,People wondered if we concentrated on at the meeting,nwh-gap,1,7
7,People wondered if we depended on at the meeting,nwh-gap,1,7
8,People wondered if she bet on at the meeting,nwh-gap,1,7
9,People wondered if we wondered about at the meeting,nwh-gap,1,7
10,People wondered if he turned to at the meeting,nwh-gap,1,7
1,People wondered who she thinks we relied on them at the meeting,wh-ngap,2,10
2,People wondered what he suspects they focused on it at the meeting,wh-ngap,2,10
3,People wondered who you fear we worked with them at the meeting,wh-ngap,2,10
4,People wondered what she claims we insisted on that at the meeting,wh-ngap,2,10
5,People wondered who you assume they trusted in this at the meeting,wh-ngap,2,10
6,People wondered who he maintains we concentrated on them at the meeting,wh-ngap,2,10
7,People wondered who they say we depended on them at the meeting,wh-ngap,2,10
8,People wondered what I think she bet on it at the meeting,wh-ngap,2,10
9,People wondered what you believe we wondered about it at the meeting,wh-ngap,2,10
10,People wondered what we suppose he turned to it at the meeting,wh-ngap,2,10
1,People wondered who she thinks we relied on at the meeting,wh-gap,2,9
2,People wondered what he suspects they focused on at the meeting,wh-gap,2,9
3,People wondered who you fear we worked with at the meeting,wh-gap,2,9
4,People wondered what she claims we insisted on at the meeting,wh-gap,2,9
5,People wondered who you assume they trusted in at the meeting,wh-gap,2,9
6,People wondered who he maintains we concentrated on at the meeting,wh-gap,2,9
7,People wondered who they say we depended on at the meeting,wh-gap,2,9
8,People wondered what I think she bet on at the meeting,wh-gap,2,9
9,People wondered what you believe we wondered about at the meeting,wh-gap,2,9
10,People wondered what we suppose he turned to at the meeting,wh-gap,2,9
1,People wonder if she thinks we relied on them at the meeting,nwh-ngap,2,10
2,People wonder if he suspects they focused on it at the meeting,nwh-ngap,2,10
3,People wonder if you fear we worked with them at the meeting,nwh-ngap,2,10
4,People wonder if she claims we insisted on that at the meeting,nwh-ngap,2,10
5,People wonder if you assume they trusted in this at the meeting,nwh-ngap,2,10
6,People wonder if he maintains we concentrated on them at the meeting,nwh-ngap,2,10
7,People wonder if they say we depended on them at the meeting,nwh-ngap,2,10
8,People wonder if I think she bet on it at the meeting,nwh-ngap,2,10
9,People wonder if you believe we wondered about that at the meeting,nwh-ngap,2,10
10,People wonder if we suppose he turned to it at the meeting,nwh-ngap,2,10
1,People wonder if she thinks we relied on at the meeting,nwh-gap,2,9
2,People wonder if he suspects they focused on at the meeting,nwh-gap,2,9
3,People wonder if you fear we worked with at the meeting,nwh-gap,2,9
4,People wonder if she claims we insisted on at the meeting,nwh-gap,2,9
5,People wonder if you assume they trusted in at the meeting,nwh-gap,2,9
6,People wonder if he maintains we concentrated on at the meeting,nwh-gap,2,9
7,People wonder if they say we depended on at the meeting,nwh-gap,2,9
8,People wonder if I think she bet on at the meeting,nwh-gap,2,9
9,People wonder if you believe we wondered about at the meeting,nwh-gap,2,9
10,People wonder if we suppose he turned to at the meeting,nwh-gap,2,9
1,People wondered who you think she thinks we relied on them at the meeting,wh-ngap,3,12
2,People wondered what you believe he suspects they focused on it at the meeting,wh-ngap,3,12
3,People wondered who she thinks you feared we worked with them at the meeting,wh-ngap,3,12
4,People wondered what he thinks she claims we insisted on that at the meeting,wh-ngap,3,12
5,People wondered who they suspect you assumed they trusted in this at the meeting,wh-ngap,3,12
6,People wondered who we claim he maintains we concentrated on them at the meeting,wh-ngap,3,12
7,People wondered who she maintains they said we depended on them at the meeting,wh-ngap,3,12
8,People wondered what he believes I think she bet on it at the meeting,wh-ngap,3,12
9,People wondered what you say you believed we wondered about it at the meeting,wh-ngap,3,12
10,People wondered what they think we supposed he turned to it at the meeting,wh-ngap,3,12
1,People wondered who you think she thinks we relied on at the meeting,wh-gap,3,11
2,People wondered what you believe he suspects they focused on at the meeting,wh-gap,3,11
3,People wondered who she thinks you feared we worked with at the meeting,wh-gap,3,11
4,People wondered what he thinks she claims we insisted on at the meeting,wh-gap,3,11
5,People wondered who they suspect you assumed they trusted in at the meeting,wh-gap,3,11
6,People wondered who we claim he maintains we concentrated on at the meeting,wh-gap,3,11
7,People wondered who she maintains they said we depended on at the meeting,wh-gap,3,11
8,People wondered what he believes I think she bet on at the meeting,wh-gap,3,11
9,People wondered what you say you believed we wondered about at the meeting,wh-gap,3,11
10,People wondered what they think we supposed he turned to at the meeting,wh-gap,3,11
1,People wonder if you think she thinks we relied on them at the meeting,nwh-ngap,3,12
2,People wonder if you believe he suspects they focused on it at the meeting,nwh-ngap,3,12
3,People wonder if she thinks you feared we worked with them at the meeting,nwh-ngap,3,12
4,People wonder if he thinks she claims we insisted on that at the meeting,nwh-ngap,3,12
5,People wonder if they suspect you assumed they trusted in this at the meeting,nwh-ngap,3,12
6,People wonder if we claim he maintains we concentrated on them at the meeting,nwh-ngap,3,12
7,People wonder if she maintains they said we depended on them at the meeting,nwh-ngap,3,12
8,People wonder if he believes I think she bet on it at the meeting,nwh-ngap,3,12
9,People wondered if you say you believed we wondered about that at the meeting,nwh-ngap,3,12
10,People wondered if they think we supposed he turned to it at the meeting,nwh-ngap,3,12
1,People wonder if you think she thinks we relied on at the meeting,nwh-gap,3,11
2,People wonder if you believe he suspects they focused on at the meeting,nwh-gap,3,11
3,People wonder if she thinks you feared we worked with at the meeting,nwh-gap,3,11
4,People wonder if he thinks she claims we insisted on at the meeting,nwh-gap,3,11
5,People wonder if they suspect you assumed they trusted in at the meeting,nwh-gap,3,11
6,People wonder if we claim he maintains we concentrated on at the meeting,nwh-gap,3,11
7,People wonder if she maintains they said we depended on at the meeting,nwh-gap,3,11
8,People wonder if he believes I think she bet on at the meeting,nwh-gap,3,11
9,People wondered if you say you believed we wondered about at the meeting,nwh-gap,3,11
10,People wondered if they think we supposed he turned to at the meeting,nwh-gap,3,11
1,People wondered who people think you think she thinks we relied on them at the meeting,wh-ngap,4,14
2,People wondered what people think you believe he suspects they focused on it at the meeting,wh-ngap,4,14
3,People wondered who people think she thinks you feared we worked with them at the meeting,wh-ngap,4,14
4,People wondered what people think he thinks she claims we insisted on that at the meeting,wh-ngap,4,14
5,People wondered who people think they suspect you assumed they trusted in this at the meeting,wh-ngap,4,14
6,People wondered who people think we claim he maintains we concentrated on them at the meeting,wh-ngap,4,14
7,People wondered who people think she maintains they said we depended on them at the meeting,wh-ngap,4,14
8,People wondered what people think he believes I think she bet on it at the meeting,wh-ngap,4,14
