1,People wondered who we talked about them yesterday,wh-ngap,1,8
2,People wondered what they worried about it today,wh-ngap,1,8
3,People wondered who we heard about them repeatedly,wh-ngap,1,8
4,People wondered what we spoke about that then,wh-ngap,1,8
5,People wondered who they asked about this again,wh-ngap,1,8
6,People wondered who we complained about them yesterday,wh-ngap,1,8
7,People wondered who we said about them today,wh-ngap,1,8
8,People wondered what she argued about it repeatedly,wh-ngap,1,8
9,People wondered what we speculated about it then,wh-ngap,1,8
10,People wondered what he thought about it again,wh-ngap,1,8
1,People wondered who we talked about yesterday,wh-gap,1,7
2,People wondered what they worried about today,wh-gap,1,7
3,People wondered who we heard about repeatedly,wh-gap,1,7
4,People wondered what we spoke about then,wh-gap,1,7
5,People wondered who they asked about again,wh-gap,1,7
6,People wondered who we complained about then,wh-gap,1,7
7,People wondered who we said about today,wh-gap,1,7
8,People wondered what she argued about repeatedly,wh-gap,1,7
9,People wondered what we speculated about then,wh-gap,1,7
10,People wondered what he thought about again,wh-gap,1,7
1,People wondered if we talked about them yesterday,nwh-ngap,1,8
2,People wondered if they worried about it today,nwh-ngap,1,8
3,People wondered if we heard about them repeatedly,nwh-ngap,1,8
4,People wondered if we spoke about that then,nwh-ngap,1,8
5,People wondered if they asked about this again,nwh-ngap,1,8
6,People wondered if we complained about them yesterday,nwh-ngap,1,8
7,People wondered if we said about them today,nwh-ngap,1,8
8,People wondered if she argued about it repeatedly,nwh-ngap,1,8
9,People wondered if we speculated about that then,nwh-ngap,1,8
10,People wondered if he thought about it again,nwh-ngap,1,8
1,People wondered if we talked about yesterday,nwh-gap,1,7
2,People wondered if they worried about today,nwh-gap,1,7
3,People wondered if we heard about repeatedly,nwh-gap,1,7
4,People wondered if we spoke about then,nwh-gap,1,7
5,People wondered if they asked about again,nwh-gap,1,7
6,People wondered if we complained about yesterday,nwh-gap,1,7
7,People wondered if we said about today,nwh-gap,1,7
8,People wondered if she argued about repeatedly,nwh-gap,1,7
9,People wondered if we speculated about then,nwh-gap,1,7
10,People wondered if he thought about again,nwh-gap,1,7
1,People wondered who she thinks we talked about them again,wh-ngap,2,10
2,People wondered what he suspects they worried about it yesterday,wh-ngap,2,10
3,People wondered who you fear we heard about them today,wh-ngap,2,10
4,People wondered what she claims we spoke about that repeatedly,wh-ngap,2,10
5,People wondered who you assume they asked about this then,wh-ngap,2,10
6,People wondered who he maintains we complained about them again,wh-ngap,2,10
7,People wondered who they say we said about them yesterday,wh-ngap,2,10
8,People wondered what I think she argued about it today,wh-ngap,2,10
9,People wondered what you believe we speculated about it repeatedly,wh-ngap,2,10
10,People wondered what we suppose he thought about it then,wh-ngap,2,10
1,People wondered who she thinks we talked about again,wh-gap,2,9
2,People wondered what he suspects they worried about yesterday,wh-gap,2,9
3,People wondered who you fear we heard about today,wh-gap,2,9
4,People wondered what she claims we spoke about repeatedly,wh-gap,2,9
5,People wondered who you assume they asked about then,wh-gap,2,9
6,People wondered who he maintains we complained about again,wh-gap,2,9
7,People wondered who they say we said about yesterday,wh-gap,2,9
8,People wondered what I think she argued about today,wh-gap,2,9
9,People wondered what you believe we speculated about repeatedly,wh-gap,2,9
10,People wondered what we suppose he thought about then,wh-gap,2,9
1,People wonder if she thinks we talked about them again,nwh-ngap,2,10
2,People wonder if he suspects they worried about it yesterday,nwh-ngap,2,10
3,People wonder if you fear we heard about them today,nwh-ngap,2,10
4,People wonder if she claims we spoke about that repeatedly,nwh-ngap,2,10
5,People wonder if you assume they asked about this then,nwh-ngap,2,10
6,People wonder if he maintains we complained about them again,nwh-ngap,2,10
7,People wonder if they say we said about them yesterday,nwh-ngap,2,10
8,People wonder if I think she argued about it today,nwh-ngap,2,10
9,People wonder if you believe we speculated about that repeatedly,nwh-ngap,2,10
10,People wonder if we suppose he thought about it then,nwh-ngap,2,10
1,People wonder if she thinks we talked about again,nwh-gap,2,9
2,People wonder if he suspects they worried about yesterday,nwh-gap,2,9
3,People wonder if you fear we heard about today,nwh-gap,2,9
4,People wonder if she claims we spoke about repeatedly,nwh-gap,2,9
5,People wonder if you assume they asked about then,nwh-gap,2,9
6,People wonder if he maintains we complained about again,nwh-gap,2,9
7,People wonder if they say we said about yesterday,nwh-gap,2,9
8,People wonder if I think she argued about today,nwh-gap,2,9
9,People wonder if you believe we speculated about repeatedly,nwh-gap,2,9
10,People wonder if we suppose he thought about then,nwh-gap,2,9
1,People wondered who you think she thinks we talked about them again,wh-ngap,3,12
2,People wondered what you believe he suspects they worried about it yesterday,wh-ngap,3,12
3,People wondered who she thinks you feared we heard about them today,wh-ngap,3,12
4,People wondered what he thinks she claims we spoke about that repeatedly,wh-ngap,3,12
5,People wondered who they suspect you assumed they asked about this then,wh-ngap,3,12
6,People wondered who we claim he maintains we complained about them again,wh-ngap,3,12
7,People wondered who she maintains they said we said about them yesterday,wh-ngap,3,12
8,People wondered what he believes I think she argued about it today,wh-ngap,3,12
9,People wondered what you say you believed we speculated about it repeatedly,wh-ngap,3,12
10,People wondered what they think we supposed he thought about it then,wh-ngap,3,12
1,People wondered who you think she thinks we talked about again,wh-gap,3,11
2,People wondered what you believe he suspects they worried about yesterday,wh-gap,3,11
3,People wondered who she thinks you feared we heard about today,wh-gap,3,11
4,People wondered what he thinks she claims we spoke about repeatedly,wh-gap,3,11
5,People wondered who they suspect you assumed they asked about then,wh-gap,3,11
6,People wondered who we claim he maintains we complained about again,wh-gap,3,11
7,People wondered who she maintains they said we said about yesterday,wh-gap,3,11
8,People wondered what he believes I think she argued about today,wh-gap,3,11
9,People wondered what you say you believed we speculated about repeatedly,wh-gap,3,11
10,People wondered what they think we supposed he thought about then,wh-gap,3,11
1,People wonder if you think she thinks we talked about them again,nwh-ngap,3,12
2,People wonder if you believe he suspects they worried about it yesterday,nwh-ngap,3,12
3,People wonder if she thinks you feared we heard about them today,nwh-ngap,3,12
4,People wonder if he thinks she claims we spoke about that repeatedly,nwh-ngap,3,12
5,People wonder if they suspect you assumed they asked about this then,nwh-ngap,3,12
6,People wonder if we claim he maintains we complained about them again,nwh-ngap,3,12
7,People wonder if she maintains they said we said about them yesterday,nwh-ngap,3,12
8,People wonder if he believes I think she argued about it today,nwh-ngap,3,12
9,People wondered if you say you believed we speculated about that repeatedly,nwh-ngap,3,12
10,People wondered if they think we supposed he thought about it then,nwh-ngap,3,12
1,People wonder if you think she thinks we talked about again,nwh-gap,3,11
2,People wonder if you believe he suspects they worried about yesterday,nwh-gap,3,11
3,People wonder if she thinks you feared we heard about today,nwh-gap,3,11
