Someone wondered which boys I think [MASK] lost,N-pl,1
Someone wondered which girls I think [MASK] lost,N-pl,1
Someone wondered which patients I think [MASK] lost,N-pl,1
Someone wondered which parents I think [MASK] lost,N-pl,1
Someone wondered which men I think [MASK] lost,N-pl,1
Someone wondered which women I think [MASK] lost,N-pl,1
Someone wondered which neighbors I think [MASK] angry,N-pl,1
Someone wondered which teachers I think [MASK] sick,N-pl,1
Someone wondered which lawyers I think [MASK] upset,N-pl,1
Someone wondered which reporters I think [MASK] upset,N-pl,1
Someone wondered which coaches I think [MASK] upset,N-pl,1
Someone wondered which customers I think [MASK] upset,N-pl,1
Someone wondered which officers I think [MASK] angry,N-pl,1
Someone wondered which patrons I think [MASK] angry,N-pl,1
Someone wondered which babies I think [MASK] sick,N-pl,1
Someone wondered which authors I think [MASK] upset,N-pl,1
Someone wondered which nurses I think [MASK] upset,N-pl,1
Someone wondered which instructors I think [MASK] upset,N-pl,1
Someone wondered which teenagers I think [MASK] upset,N-pl,1
Someone wondered which cousins I think [MASK] upset,N-pl,1
Someone wondered which boy I think [MASK] lost,N-sg,1
Someone wondered which girl I think [MASK] lost,N-sg,1
Someone wondered which patient I think [MASK] lost,N-sg,1
Someone wondered which parent I think [MASK] lost,N-sg,1
Someone wondered which man I think [MASK] lost,N-sg,1
Someone wondered which woman I think [MASK] lost,N-sg,1
Someone wondered which neighbor I think [MASK] angry,N-sg,1
Someone wondered which teacher I think [MASK] sick,N-sg,1
Someone wondered which lawyer I think [MASK] upset,N-sg,1
Someone wondered which reporter I think [MASK] upset,N-sg,1
Someone wondered which coach I think [MASK] upset,N-sg,1
Someone wondered which customer I think [MASK] upset,N-sg,1
Someone wondered which officer I think [MASK] angry,N-sg,1
Someone wondered which patron I think [MASK] angry,N-sg,1
Someone wondered which baby I think [MASK] sick,N-sg,1
Someone wondered which author I think [MASK] upset,N-sg,1
Someone wondered which nurse I think [MASK] upset,N-sg,1
Someone wondered which instructor I think [MASK] upset,N-sg,1
Someone wondered which teenager I think [MASK] upset,N-sg,1
Someone wondered which cousin I think [MASK] upset,N-sg,1
Someone wondered which boys I think you said [MASK] lost,N-pl,2
Someone wondered which girls I think you said [MASK] lost,N-pl,2
Someone wondered which patients I think you said [MASK] lost,N-pl,2
Someone wondered which parents I think you said [MASK] lost,N-pl,2
Someone wondered which men I think you said [MASK] lost,N-pl,2
Someone wondered which women I think you said [MASK] lost,N-pl,2
Someone wondered which neighbors I think you said [MASK] angry,N-pl,2
Someone wondered which teachers I think you said [MASK] sick,N-pl,2
Someone wondered which lawyers I think you said [MASK] upset,N-pl,2
Someone wondered which reporters I think you said [MASK] upset,N-pl,2
Someone wondered which coaches I think you said [MASK] upset,N-pl,2
Someone wondered which customers I think you said [MASK] upset,N-pl,2
Someone wondered which officers I think you said [MASK] angry,N-pl,2
Someone wondered which patrons I think you said [MASK] angry,N-pl,2
Someone wondered which babies I think you said [MASK] sick,N-pl,2
Someone wondered which authors I think you said [MASK] upset,N-pl,2
Someone wondered which nurses I think you said [MASK] upset,N-pl,2
Someone wondered which instructors I think you said [MASK] upset,N-pl,2
Someone wondered which teenagers I think you said [MASK] upset,N-pl,2
Someone wondered which cousins I think you said [MASK] upset,N-pl,2
Someone wondered which boy I think you said [MASK] lost,N-sg,2
Someone wondered which girl I think you said [MASK] lost,N-sg,2
Someone wondered which patient I think you said [MASK] lost,N-sg,2
