SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
1,at,0.4786897,1.0628374,wh-ngap,1
2,at,0.29120287,1.7799035,wh-ngap,1
3,at,0.45877475,1.1241422,wh-ngap,1
4,at,0.4996102,1.0011252,wh-ngap,1
5,at,0.33721107,1.5682762,wh-ngap,1
6,at,0.44089428,1.1814953,wh-ngap,1
7,at,0.49037632,1.0280387,wh-ngap,1
8,at,0.4000191,1.3218591,wh-ngap,1
9,at,0.00032751888,11.576135,wh-ngap,1
10,at,0.32412553,1.6253754,wh-ngap,1
1,at,0.4198375,1.252097,wh-gap,1
2,at,0.2725803,1.8752468,wh-gap,1
3,at,0.45202145,1.1455369,wh-gap,1
4,at,0.5900036,0.7612043,wh-gap,1
5,at,0.3967737,1.3336117,wh-gap,1
6,at,0.4927914,1.020951,wh-gap,1
7,at,0.38501796,1.3770024,wh-gap,1
8,at,0.36367363,1.4592838,wh-gap,1
9,at,0.0007419777,10.396337,wh-gap,1
10,at,0.18414243,2.441106,wh-gap,1
1,at,0.66166705,0.59582263,nwh-ngap,1
2,at,0.53280574,0.90831846,nwh-ngap,1
3,at,0.5866712,0.769376,nwh-ngap,1
4,at,0.7525352,0.41016898,nwh-ngap,1
5,at,0.5836624,0.77679396,nwh-ngap,1
6,at,0.5690154,0.8134604,nwh-ngap,1
7,at,0.6235363,0.6814546,nwh-ngap,1
8,at,0.6595175,0.6005171,nwh-ngap,1
9,at,5.7067496e-06,17.4189,nwh-ngap,1
10,at,0.55091363,0.86010194,nwh-ngap,1
1,at,0.3326841,1.5877752,nwh-gap,1
2,at,0.009096909,6.780408,nwh-gap,1
3,at,0.29329112,1.7695947,nwh-gap,1
4,at,0.43466258,1.2020322,nwh-gap,1
5,at,0.020547492,5.6048937,nwh-gap,1
6,at,0.022195213,5.4936075,nwh-gap,1
7,at,0.18364328,2.4450219,nwh-gap,1
8,at,0.011131847,6.4891634,nwh-gap,1
9,at,0.00014548727,12.7468195,nwh-gap,1
10,at,0.00999187,6.6450295,nwh-gap,1
1,at,0.24356988,2.0375924,wh-ngap,2
2,at,0.22763745,2.1351902,wh-ngap,2
3,at,0.4991679,1.002403,wh-ngap,2
4,at,0.43291694,1.2078378,wh-ngap,2
5,at,0.010384669,6.5894012,wh-ngap,2
6,at,0.19051339,2.3920357,wh-ngap,2
7,at,0.33435825,1.5805334,wh-ngap,2
