1,Who did we talk about them yesterday,wh-ngap,1,7
2,What did they worry about it today,wh-ngap,1,7
3,Who did we hear about them repeatedly,wh-ngap,1,7
4,What did we speak about that frequently,wh-ngap,1,7
5,Who did they ask about this again,wh-ngap,1,7
6,Who did we complain about them yesterday,wh-ngap,1,7
7,Who did we say about them today,wh-ngap,1,7
8,What did she argue about it repeatedly,wh-ngap,1,7
9,What did we speculate about it frequently,wh-ngap,1,7
10,What did he think about it again,wh-ngap,1,7
1,Who did we talk about yesterday,wh-gap,1,6
2,What did they worry about today,wh-gap,1,6
3,Who did we hear about repeatedly,wh-gap,1,6
4,What did we speak about frequently,wh-gap,1,6
5,Who did they ask about again,wh-gap,1,6
6,Who did we complain about yesterday,wh-gap,1,6
7,Who did we say about today,wh-gap,1,6
8,What did she argue about repeatedly,wh-gap,1,6
9,What did we speculate about frequently,wh-gap,1,6
10,What did he think about again,wh-gap,1,6
1,Did we talk about them yesterday,nwh-ngap,1,6
2,Did they worry about it today,nwh-ngap,1,6
3,Did we hear about them repeatedly,nwh-ngap,1,6
4,Did we speak about that frequently,nwh-ngap,1,6
5,Did they ask about this again,nwh-ngap,1,6
6,Did we complain about them yesterday,nwh-ngap,1,6
7,Did we say about them today,nwh-ngap,1,6
8,Did she argue about it repeatedly,nwh-ngap,1,6
9,Did we speculate about that frequently,nwh-ngap,1,6
10,Did he think about it again,nwh-ngap,1,6
1,Did we talk about yesterday,nwh-gap,1,5
2,Did they worry about today,nwh-gap,1,5
3,Did we hear about repeatedly,nwh-gap,1,5
4,Did we speak about frequently,nwh-gap,1,5
5,Did they ask about again,nwh-gap,1,5
6,Did we complain about yesterday,nwh-gap,1,5
7,Did we say about today,nwh-gap,1,5
8,Did she argue about repeatedly,nwh-gap,1,5
9,Did we speculate about frequently,nwh-gap,1,5
10,Did he think about again,nwh-gap,1,5
1,Who does she think we talked about them yesterday,wh-ngap,2,9
2,What does he suspect they worried about it today,wh-ngap,2,9
3,Who do you fear we heard about them repeatedly,wh-ngap,2,9
4,What does she claim we spoke about that frequently,wh-ngap,2,9
5,Who do you assume they asked about this again,wh-ngap,2,9
6,Who does he maintain we complained about them yesterday,wh-ngap,2,9
7,Who do they say we said about them today,wh-ngap,2,9
8,What do I think she argued about it yesterday,wh-ngap,2,9
9,What do you believe we speculated about it frequently,wh-ngap,2,9
10,What do we suppose he thought about it again,wh-ngap,2,9
1,Who does she think we talked about yesterday,wh-gap,2,8
2,What does he suspect they worried about today,wh-gap,2,8
3,Who do you fear we heard about repeatedly,wh-gap,2,8
4,What does she claim we spoke about frequently,wh-gap,2,8
5,Who do you assume they asked about again,wh-gap,2,8
6,Who does he maintain we complained about yesterday,wh-gap,2,8
7,Who do they say we said about today,wh-gap,2,8
8,What do I think she argued about yesterday,wh-gap,2,8
9,What do you believe we speculated about frequently,wh-gap,2,8
10,What do we suppose he thought about again,wh-gap,2,8
1,Does she think we talked about them yesterday,nwh-ngap,2,8
2,Does he suspect they worried about it today,nwh-ngap,2,8
3,Do you fear we heard about them repeatedly,nwh-ngap,2,8
4,Does she claim we spoke about that frequently,nwh-ngap,2,8
5,Do you assume they asked about this again,nwh-ngap,2,8
6,Does he maintain we complained about them yesterday,nwh-ngap,2,8
7,Do they say we said about them today,nwh-ngap,2,8
8,Do I think she argued about it yesterday,nwh-ngap,2,8
9,Do you believe we speculated about that frequently,nwh-ngap,2,8
10,Do we suppose he thought about it again,nwh-ngap,2,8
1,Does she think we talked about yesterday,nwh-gap,2,7
2,Does he suspect they worried about today,nwh-gap,2,7
3,Do you fear we heard about repeatedly,nwh-gap,2,7
4,Does she claim we spoke about frequently,nwh-gap,2,7
5,Do you assume they asked about again,nwh-gap,2,7
6,Does he maintain we complained about yesterday,nwh-gap,2,7
7,Do they say we said about today,nwh-gap,2,7
8,Do I think she argued about yesterday,nwh-gap,2,7
9,Do you believe we speculated about frequently,nwh-gap,2,7
10,Do we suppose he thought about again,nwh-gap,2,7
1,Who do you think she thinks we talked about them yesterday,wh-ngap,3,11
2,What do you believe he suspects they worried about it today,wh-ngap,3,11
3,Who does she think you feared we heard about them repeatedly,wh-ngap,3,11
4,What does he think she claims we spoke about that frequently,wh-ngap,3,11
5,Who do they suspect you assumed they asked about this again,wh-ngap,3,11
6,Who do we claim he maintains we complained about them yesterday,wh-ngap,3,11
7,Who does she maintain they said we said about them today,wh-ngap,3,11
8,What does he believe I think she argued about it yesterday,wh-ngap,3,11
9,What did you say you believed we speculated about it frequently,wh-ngap,3,11
10,What did they think we supposed he thought about it again,wh-ngap,3,11
1,Who do you think she thinks we talked about yesterday,wh-gap,3,10
2,What do you believe he suspects they worried about today,wh-gap,3,10
3,Who does she think you feared we heard about repeatedly,wh-gap,3,10
4,What does he think she claims we spoke about frequently,wh-gap,3,10
5,Who do they suspect you assumed they asked about again,wh-gap,3,10
6,Who do we claim he maintains we complained about yesterday,wh-gap,3,10
7,Who does she maintain they said we said about today,wh-gap,3,10
8,What does he believe I think she argued about yesterday,wh-gap,3,10
9,What did you say you believed we speculated about frequently,wh-gap,3,10
10,What did they think we supposed he thought about again,wh-gap,3,10
1,Do you think she thinks we talked about them yesterday,nwh-ngap,3,10
2,Do you believe he suspects they worried about it today,nwh-ngap,3,10
3,Does she think you feared we heard about them repeatedly,nwh-ngap,3,10
4,Does he think she claims we spoke about that frequently,nwh-ngap,3,10
5,Do they suspect you assumed they asked about this again,nwh-ngap,3,10
6,Do we claim he maintains we complained about them yesterday,nwh-ngap,3,10
7,Does she maintain they said we said about them today,nwh-ngap,3,10
8,Does he believe I think she argued about it yesterday,nwh-ngap,3,10
9,Did you say you believed we speculated about that frequently,nwh-ngap,3,10
10,Did they think we supposed he thought about it again,nwh-ngap,3,10
1,Do you think she thinks we talked about yesterday,nwh-gap,3,9
2,Do you believe he suspects they worried about today,nwh-gap,3,9
3,Does she think you feared we heard about repeatedly,nwh-gap,3,9
4,Does he think she claims we spoke about frequently,nwh-gap,3,9
5,Do they suspect you assumed they asked about again,nwh-gap,3,9
6,Do we claim he maintains we complained about yesterday,nwh-gap,3,9
7,Does she maintain they said we said about today,nwh-gap,3,9
8,Does he believe I think she argued about yesterday,nwh-gap,3,9
9,Did you say you believed we speculated about frequently,nwh-gap,3,9
10,Did they think we supposed he thought about again,nwh-gap,3,9
1,Who do people think you think she thinks we talked about them yesterday,wh-ngap,4,13
2,What do people think you believe he suspects they worried about it today,wh-ngap,4,13
3,Who do people think she thinks you feared we heard about them repeatedly,wh-ngap,4,13
4,What do people think he thinks she claims we spoke about that frequently,wh-ngap,4,13
5,Who do people think they suspect you assumed they asked about this again,wh-ngap,4,13
6,Who do people think we claim he maintains we complained about them yesterday,wh-ngap,4,13
7,Who do people think  she maintain they said we said about them today,wh-ngap,4,13
8,What do people think he believes I think she argued about it yesterday,wh-ngap,4,13
9,What did people think you said you believed we speculated about it frequently,wh-ngap,4,13
10,What did people think they thought we supposed he thought about it again,wh-ngap,4,13
1,Who do people think you think she thinks we talked about yesterday,wh-gap,4,12
2,What do people think you believe he suspects they worried about today,wh-gap,4,12
3,Who do people think she thinks you feared we heard about repeatedly,wh-gap,4,12
4,What do people think he thinks she claims we spoke about frequently,wh-gap,4,12
5,Who do people think they suspect you assumed they asked about again,wh-gap,4,12
6,Who do people think we claim he maintains we complained about yesterday,wh-gap,4,12
7,Who do people think she maintains they said we said about today,wh-gap,4,12
8,What do people think he believes I think she argued about yesterday,wh-gap,4,12
9,What did people think you said you believed we speculated about frequently,wh-gap,4,12
10,What did people think they thought we supposed he thought about again,wh-gap,4,12
1,Do people think you think she thinks we talked about them yesterday,nwh-ngap,4,12
2,Do people think you believe he suspects they worried about it today,nwh-ngap,4,12
3,Do people think she thinks you feared we heard about them repeatedly,nwh-ngap,4,12
4,Do people think he thinks she claims we spoke about that frequently,nwh-ngap,4,12
5,Do people think they suspect you assumed they asked about this again,nwh-ngap,4,12
6,Do people think we claim he maintains we complained about them yesterday,nwh-ngap,4,12
7,Do people think she maintains they said we said about them today,nwh-ngap,4,12
8,Do people think he believes I think she argued about it yesterday,nwh-ngap,4,12
9,Did people think you said you believed we speculated about that frequently,nwh-ngap,4,12
10,Did people think they thought we supposed he thought about it again,nwh-ngap,4,12
1,Do people think you think she thinks we talked about yesterday,nwh-gap,4,11
2,Do people think you believe he suspects they worried about today,nwh-gap,4,11
3,Do people think she thinks you feared we heard about repeatedly,nwh-gap,4,11
4,Do people think he thinks she claims we spoke about frequently,nwh-gap,4,11
5,Do people think they suspect you assumed they asked about again,nwh-gap,4,11
6,Do people think we claim he maintains we complained about yesterday,nwh-gap,4,11
7,Do people think she maintains they said we said about today,nwh-gap,4,11
8,Do people think he believes I think she argued about yesterday,nwh-gap,4,11
9,Did people think you said you believed we speculated about frequently,nwh-gap,4,11
10,Did people think they thought we supposed he thought about again,nwh-gap,4,11
1,Who did we talk about them yesterday,wh-ngap,1,7
2,What did they worry about it today,wh-ngap,1,7
3,Who did we hear about them repeatedly,wh-ngap,1,7
4,What did we speak about that frequently,wh-ngap,1,7
5,Who did they ask about this again,wh-ngap,1,7
6,Who did we complain about them yesterday,wh-ngap,1,7
7,Who did we say about them today,wh-ngap,1,7
8,What did she argue about it repeatedly,wh-ngap,1,7
9,What did we speculate about it frequently,wh-ngap,1,7
10,What did he think about it again,wh-ngap,1,7
1,Who did we talk about yesterday,wh-gap,1,6
2,What did they worry about today,wh-gap,1,6
3,Who did we hear about repeatedly,wh-gap,1,6
4,What did we speak about frequently,wh-gap,1,6
5,Who did they ask about again,wh-gap,1,6
6,Who did we complain about yesterday,wh-gap,1,6
7,Who did we say about today,wh-gap,1,6
8,What did she argue about repeatedly,wh-gap,1,6
9,What did we speculate about frequently,wh-gap,1,6
10,What did he think about again,wh-gap,1,6
1,Did we talk about them yesterday,nwh-ngap,1,6
2,Did they worry about it today,nwh-ngap,1,6
3,Did we hear about them repeatedly,nwh-ngap,1,6
4,Did we speak about that frequently,nwh-ngap,1,6
5,Did they ask about this again,nwh-ngap,1,6
6,Did we complain about them yesterday,nwh-ngap,1,6
7,Did we say about them today,nwh-ngap,1,6
8,Did she argue about it repeatedly,nwh-ngap,1,6
9,Did we speculate about that frequently,nwh-ngap,1,6
10,Did he think about it again,nwh-ngap,1,6
1,Did we talk about yesterday,nwh-gap,1,5
2,Did they worry about today,nwh-gap,1,5
3,Did we hear about repeatedly,nwh-gap,1,5
4,Did we speak about frequently,nwh-gap,1,5
5,Did they ask about again,nwh-gap,1,5
6,Did we complain about yesterday,nwh-gap,1,5
7,Did we say about today,nwh-gap,1,5
8,Did she argue about repeatedly,nwh-gap,1,5
9,Did we speculate about frequently,nwh-gap,1,5
10,Did he think about again,nwh-gap,1,5
1,Who does she think we relied on them yesterday,wh-ngap,2,9
2,What does he suspect they focused on it today,wh-ngap,2,9
3,Who do you fear we worked with them repeatedly,wh-ngap,2,9
4,What does she claim we insisted on that frequently,wh-ngap,2,9
5,Who do you assume they trusted in this again,wh-ngap,2,9
6,Who does he maintain we concentrated on them yesterday,wh-ngap,2,9
7,Who do they say we depended on them today,wh-ngap,2,9
8,What do I think she bet on it yesterday,wh-ngap,2,9
9,What do you believe we wondered about it frequently,wh-ngap,2,9
10,What do we suppose he turned to it again,wh-ngap,2,9
1,Who does she think we relied on yesterday,wh-gap,2,8
2,What does he suspect they focused on today,wh-gap,2,8
3,Who do you fear we worked with repeatedly,wh-gap,2,8
4,What does she claim we insisted on frequently,wh-gap,2,8
5,Who do you assume they trusted in again,wh-gap,2,8
6,Who does he maintain we concentrated on yesterday,wh-gap,2,8
7,Who do they say we depended on today,wh-gap,2,8
8,What do I think she bet on yesterday,wh-gap,2,8
9,What do you believe we wondered about frequently,wh-gap,2,8
10,What do we suppose he turned to again,wh-gap,2,8
1,Does she think we relied on them yesterday,nwh-ngap,2,8
2,Does he suspect they focused on it today,nwh-ngap,2,8
3,Do you fear we worked with them repeatedly,nwh-ngap,2,8
